,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_mass,star_mass_error_min,star_mass_error_max
34,0.027030000000000002,0.00135,0.00135,0.1737,0.00339,0.00339,0.7365478,1.2e-06,1.6e-06,5250.0,147.57399999999998,147.57399999999998,0.9,0.115,0.115
56,0.027999999999999997,0.0084,0.0082,0.4273,0.027000000000000003,0.027000000000000003,8.463446000000001,5e-06,5e-06,3700.0,100.0,100.0,0.5,0.03,0.03
57,0.10099999999999999,0.059000000000000004,0.19,0.2489,0.00285,0.0025,18.859023,2e-05,2e-05,3700.0,100.0,100.0,0.5,0.03,0.03
79,0.07,0.03,0.03,0.23,0.01,0.01,41.6855,0.0031,0.0031,5766.0,99.0,99.0,1.67,0.4,0.4
111,0.06,0.0214,0.0941,0.4354,0.0348,0.0152,9.755980000000001,0.00011,0.00011,5939.0,120.0,54.0,1.099,0.049,0.049
113,0.018000000000000002,0.01799,0.0,0.33,0.04,0.04,5.1134,0.0006,0.0006,4950.0,150.0,150.0,0.91,0.09,0.09
114,0.08800000000000001,0.035,0.035,0.44,0.04,0.04,11.759,0.0063,0.0063,4950.0,150.0,150.0,0.91,0.09,0.09
123,0.15,0.1,0.1,0.57,0.06,0.06,6.718369999999999,1e-05,1e-05,5970.0,100.0,100.0,1.09,0.08,0.08
132,0.2158,0.034,0.034,0.5692,0.0196,0.0196,6.21229,2.9999999999999997e-05,2.9999999999999997e-05,5080.0,80.0,80.0,0.88,0.04,0.04
139,0.0453,0.0453,0.0,0.5085,0.0152,0.0152,8.138268,1e-05,1e-05,5597.0,59.0,28.0,0.9590000000000001,0.031,0.031
158,0.013000000000000001,0.00198,0.00198,0.17,0.0058,0.0058,5.745998200000001,2e-06,2e-06,3348.0,32.0,32.0,0.29,0.02,0.02
175,0.005220000000000001,0.00072,0.00072,0.1035,0.0098,0.0098,1.628931,2.7000000000000002e-05,2.7000000000000002e-05,3270.0,140.0,140.0,0.18100000000000002,0.019,0.019
178,0.025710000000000004,0.00135,0.00135,0.24463000000000001,0.00473,0.00473,1.580404497,3e-08,3e-08,3026.0,150.0,150.0,0.15,0.011000000000000001,0.011000000000000001
179,0.00415,0.00176,0.00176,0.1053,0.006959999999999999,0.006959999999999999,0.5182349,5e-06,6.3e-06,3458.0,133.0,140.0,0.381,0.019,0.019
182,0.0714,0.006,0.0069,0.2329,0.0143,0.0152,35.61253,0.00062,0.0006,4640.0,100.0,100.0,0.76,0.006999999999999999,0.006999999999999999
183,0.011640000000000001,0.011637999999999999,0.0,0.07958,0.00517,0.00571,7.78993,0.00044,0.0005099999999999999,4640.0,100.0,100.0,0.76,0.006999999999999999,0.006999999999999999
211,0.01051,0.00227,0.00227,0.19,0.0098,0.0098,2.8531054,2.3e-06,2.3e-06,3556.0,70.0,70.0,0.519,0.013000000000000001,0.013000000000000001
229,0.0437,0.0016,0.0016,0.38826,0.0027,0.0027,3.336649,8.1e-05,8.4e-05,3652.0,50.0,50.0,0.51,0.06,0.06
230,0.00585,0.0009,0.0009,0.11277000000000001,0.00045,0.00045,1.1980035,1.9e-06,1.9e-06,3347.0,54.0,54.0,0.36,0.016,0.016
234,0.006566,0.00101,0.00101,0.10411,0.0033,0.0033,3.93086,4e-05,4e-05,3505.0,51.0,51.0,0.342,0.011000000000000001,0.011000000000000001
238,0.001718,0.00022,0.00041,0.0526,0.0018,0.0018,0.3219225,2e-07,2e-07,3522.0,70.0,70.0,0.45399999999999996,0.011000000000000001,0.011000000000000001
242,0.00381,0.0013,0.0013,0.1026,0.0036,0.0036,2.6162745,2.8999999999999998e-06,3e-06,3369.0,51.0,51.0,0.309,0.013999999999999999,0.013999999999999999
257,0.05836,0.0013,0.0013,0.32519000000000003,0.0018,0.0018,2.64394,9.85041e-05,9.85041e-05,3684.0,55.0,55.0,0.452,0.012,0.012
261,0.008870000000000001,0.00037999999999999997,0.00037999999999999997,0.11642999999999999,0.00598,0.00562,1.467119,2.9999999999999997e-05,2.9999999999999997e-05,3340.0,54.0,54.0,0.32299999999999995,0.15,0.15
309,0.015319999999999999,0.00116,0.00116,0.13641,0.00517,0.00517,1.2089765,2.3e-06,2.3e-06,4255.0,110.0,110.0,0.659,0.06,0.06
310,0.00604,0.0015400000000000001,0.0015400000000000001,0.107,0.0041,0.0041,3.648086,0.0001,0.0001,4255.0,110.0,110.0,0.659,0.06,0.06
311,0.010759999999999999,0.00195,0.00195,0.17440999999999998,0.006690000000000001,0.006690000000000001,6.20183,1e-05,1e-05,4255.0,110.0,110.0,0.659,0.06,0.06
317,0.00494,0.00236,0.0025,0.0919,0.0098,0.0098,12.761439999999999,5.9999999999999995e-05,5.9999999999999995e-05,3253.0,55.0,55.0,0.24100000000000002,0.006,0.006
321,0.0736,0.0047,0.0047,0.389,0.0054,0.0054,4.887802443,3e-08,3e-08,4780.0,50.0,50.0,0.809,0.03,0.02
339,0.0585,0.00717,0.00717,0.57,0.01,0.01,4.234502,1e-06,1e-06,5079.0,88.0,88.0,0.816,0.033,0.033
426,0.099,0.042,0.042,0.606,0.016,0.016,4.3315366,4.1e-06,4.1e-06,5326.0,44.0,44.0,0.843,0.012,0.017
427,0.07400000000000001,0.011000000000000001,0.011000000000000001,0.614,0.017,0.017,4.375021,1e-05,1e-05,5732.0,25.0,25.0,0.89,0.012,0.016
471,0.12,0.012,0.012,0.563,0.034,0.046,3.185315,5.400000000000001e-06,5.400000000000001e-06,4985.0,50.0,50.0,0.8490000000000001,0.027000000000000003,0.027000000000000003
510,0.033,0.0098,0.0098,0.214,0.018000000000000002,0.018000000000000002,9.55288,0.00021,0.00021,6327.0,48.0,48.0,1.09,0.04,0.04
511,0.038,0.012,0.012,0.3908,0.008,0.008,21.056520000000003,0.00011999999999999999,0.00011999999999999999,6327.0,48.0,48.0,1.09,0.04,0.04
535,0.0179,0.00573,0.0056,0.19627,0.0027,0.0027,9.113678,1e-05,1e-05,5266.0,64.0,64.0,0.7979999999999999,0.04,0.04
536,0.0198,0.0198,0.0,0.2132,0.0036,0.0036,13.673694,2.4e-05,2.4e-05,5266.0,64.0,64.0,0.7979999999999999,0.04,0.04
537,0.026810000000000004,0.0104,0.0104,0.2543,0.0036,0.0036,20.519617,4e-05,4e-05,5266.0,64.0,64.0,0.7979999999999999,0.04,0.04
538,0.0123,0.0123,0.0,0.1731,0.0036,0.0036,30.793090999999997,1.2e-06,1.2e-06,5266.0,64.0,64.0,0.7979999999999999,0.04,0.04
539,0.01586,0.0061,0.006,0.23199999999999998,0.0036,0.0036,41.05854,0.0001,0.0001,5266.0,64.0,64.0,0.7979999999999999,0.04,0.04
540,0.0264,0.0264,0.0,0.23258,0.0045,0.0045,54.76991999999999,0.0002,0.0002,5266.0,64.0,64.0,0.7979999999999999,0.04,0.04
541,0.01432,0.00195,0.00195,0.1829,0.0107,0.0107,2.541,0.001,0.0005,5732.0,50.0,50.0,0.997,0.06,0.06
673,0.0309,0.0005,0.00053,0.2721,0.0098,0.0098,11.6264,0.0025,0.0022,6310.0,100.0,100.0,1.15,0.04,0.04
674,0.030430000000000002,0.006,0.006,0.5299,0.0143,0.0071,27.13,8.37,8.37,6310.0,100.0,100.0,1.15,0.04,0.04
772,0.0302,0.132,0.0142,0.3149,0.0098,0.0116,17.471278,5.9999999999999995e-05,5.9999999999999995e-05,5788.0,44.0,44.0,1.031,0.026000000000000002,0.026000000000000002
793,0.031,0.0022,0.0022,0.303,0.071,0.071,8.880289999999999,2e-05,2e-05,5427.0,50.0,50.0,0.81,0.04,0.04
794,0.0227,0.0044,0.0044,0.2748,0.062,0.062,28.5805,0.0002,0.0002,5427.0,50.0,50.0,0.81,0.04,0.04
795,0.0182,0.0182,0.0,0.2712,0.0062,0.0062,38.3525,0.0003,0.0003,5427.0,50.0,50.0,0.81,0.04,0.04
828,0.0192,0.005,0.005,0.2007,0.0107,0.0107,6.441008,1.1e-05,1.1e-05,4819.0,94.0,94.0,0.8,0.04,0.04
836,0.05,0.005,0.005,0.22348,0.0071,0.0071,16.202157,8.499999999999999e-05,8.499999999999999e-05,5071.0,59.0,59.0,0.8009999999999999,0.031,0.026000000000000002
854,0.027780000000000003,0.0020800000000000003,0.0020800000000000003,0.15567999999999999,0.00464,0.00464,1.008035,2.1e-05,2.1e-05,5978.0,50.0,50.0,1.068,0.02,0.02
862,0.0249,0.0094,0.0101,0.24061,0.008,0.008,25.1292,8.9e-05,7.3e-05,5871.0,64.0,64.0,1.09,0.07,0.07
887,0.0522,0.0041,0.0041,0.4202,0.0152,0.0152,6.03607,0.00064,0.00064,5527.0,65.0,65.0,0.92,0.03,0.03
904,0.00821,0.00085,0.00085,0.12150999999999999,0.0036,0.0036,4.0402949999999995,1.4999999999999999e-05,1.4999999999999999e-05,6210.0,158.0,173.0,1.104,0.012,0.012
905,0.0208,0.00053,0.00053,0.20769,0.0036,0.0036,9.573083,1.4000000000000001e-05,1.4000000000000001e-05,6210.0,158.0,173.0,1.104,0.012,0.012
906,0.0249,0.0009,0.0009,0.23258,0.0054,0.0054,47.424890000000005,0.0001,0.0001,6210.0,158.0,173.0,1.104,0.012,0.012
931,0.00673,0.00107,0.00107,0.1106,0.0303,0.0303,2.76953,2.9999999999999997e-05,2.9999999999999997e-05,3803.0,10.0,10.0,0.439,0.011000000000000001,0.011000000000000001
932,0.00972,0.00151,0.00151,0.13677,0.0041,0.00455,5.7058800000000005,7e-05,7e-05,3803.0,10.0,10.0,0.439,0.011000000000000001,0.011000000000000001
940,0.058195000000000004,0.025,0.027999999999999997,0.19618,0.009000000000000001,0.009000000000000001,22.89104,0.00036,0.00036,6120.0,50.0,50.0,1.26,0.08,0.08
965,0.0158,0.0012,0.0012,0.152,0.013000000000000001,0.016,0.959624,2.8000000000000003e-05,2.8000000000000003e-05,5528.0,162.0,162.0,0.94,0.04,0.04
966,0.0308,0.0039,0.00409,0.255,0.02,0.02,29.83832,0.003199,0.002905,5528.0,162.0,162.0,0.94,0.04,0.04
989,0.03562,0.0047,0.005,0.2266,0.0071,0.0071,46.9622,0.0002,0.0002,5744.0,117.0,117.0,1.03,0.129,0.129
1061,0.0245,0.0044,0.0044,0.2186,0.0045,0.0045,14.339020000000001,7e-05,7e-05,6203.0,64.0,64.0,1.126,0.036000000000000004,0.036000000000000004
1077,0.0689,0.0689,0.0,0.1945,0.008,0.008,7.1079476999999995,9e-06,9e-06,5640.0,74.0,74.0,0.99,0.03,0.03
1078,0.0482,0.013000000000000001,0.0132,0.2427,0.009000000000000001,0.009000000000000001,20.54383,2.4e-05,2.4e-05,5640.0,74.0,74.0,0.99,0.03,0.03
1082,0.033,0.005,0.005,0.2668,0.0125,0.0125,9.058807,1.4999999999999999e-05,1.4999999999999999e-05,5534.0,100.0,100.0,0.9329999999999999,0.054000000000000006,0.054000000000000006
1083,0.0349,0.0076,0.0076,0.259,0.0116,0.0116,21.4027,0.0018,0.0018,5534.0,100.0,100.0,0.9329999999999999,0.054000000000000006,0.054000000000000006
1104,0.039,0.039,0.0,0.256,0.0152,0.0259,15.604000000000001,0.036000000000000004,0.044000000000000004,6460.0,220.0,220.0,1.3780000000000001,0.155,0.155
1110,0.0321,0.0098,0.0107,0.2489,0.009000000000000001,0.009000000000000001,6.398042,6.5000000000000004e-06,6.5000000000000004e-06,4511.0,110.0,110.0,0.66,0.02,0.02
1111,0.0302,0.0057,0.0057,0.2436,0.0107,0.0107,18.8805,0.0011,0.0024,4511.0,110.0,110.0,0.66,0.02,0.02
1133,0.01762,0.00135,0.00135,0.14400000000000002,0.006,0.006,0.7195729999999999,2.1e-05,2.1e-05,5950.0,150.0,150.0,1.18,0.04,0.04
1163,0.0541,0.012,0.013000000000000001,0.2221,0.0161,0.0161,146.05,0.4,0.4,5861.0,17.0,17.0,1.25,0.05,0.05
1190,0.12405999999999999,0.01299,0.019,0.3551,0.008,0.008,55.086000000000006,0.019,0.019,5212.0,11.0,36.0,0.76,0.1,0.16
1202,0.024569999999999998,0.0013800000000000002,0.00173,0.20047,0.00848,0.008740000000000001,9.489295,5e-06,5e-06,5170.0,44.0,44.0,0.85,0.02,0.02
1221,0.0372,0.00419,0.00419,0.226,0.016,0.016,9.1265,0.0005,0.0005,5089.0,50.0,50.0,0.775,0.027000000000000003,0.027000000000000003
1235,0.0217,0.0028,0.0028,0.054000000000000006,0.00321,0.00321,15.5712,0.0012,0.0012,6199.0,50.0,50.0,1.15,0.064,0.064
1236,0.0138,0.003,0.003,0.2436,0.0054,0.0054,31.6978,0.004,0.004,6199.0,50.0,50.0,1.15,0.064,0.064
1237,0.0145,0.0145,0.0,0.3158,0.0054,0.0054,1113.4465,0.0034,0.0034,6199.0,50.0,50.0,1.15,0.064,0.064
1238,0.038,0.016,0.016,0.43700000000000006,0.008,0.008,131.0,36.0,61.0,6199.0,50.0,50.0,1.15,0.064,0.064
1282,0.063,0.0047,0.0047,0.2444,0.0116,0.0116,10.288910000000001,4e-05,4e-05,5198.0,100.0,100.0,0.898,0.054000000000000006,0.054000000000000006
1304,0.094,0.06,0.06,0.301,0.011000000000000001,0.011000000000000001,8.267704,0.00031800000000000003,0.00035,5464.0,65.0,65.0,0.99,0.03,0.03
1305,0.0245,0.0022,0.0022,0.14952000000000001,0.0033,0.0033,0.5713126999999999,5.5e-06,5.5e-06,5617.0,86.0,86.0,0.97,0.04,0.04
1306,0.018000000000000002,0.0094,0.01,0.2534,0.009000000000000001,0.009000000000000001,13.339079000000002,0.001859,0.0019399999999999999,5617.0,86.0,86.0,0.97,0.04,0.04
1308,0.187,0.013999999999999999,0.013999999999999999,0.47600000000000003,0.019,0.019,4.733999,0.000227,0.000221,5599.0,87.0,87.0,1.17,0.06,0.06
1309,0.08495,0.050339999999999996,0.053489999999999996,0.34299999999999997,0.031,0.031,19.3044,0.0012,0.0012,5533.0,97.93,120.16,0.973,0.106,0.14400000000000002
1310,0.0525,0.01,0.01,0.228,0.006,0.006,13.86387,0.00032900000000000003,0.000325,4950.0,58.0,58.0,0.75,0.02,0.02
1311,0.016640000000000002,0.00242,0.0023899999999999998,0.162,0.008,0.01,5.3518,0.0004,0.0004,5775.0,60.0,60.0,0.84,0.02,0.02
1326,0.033,0.0082,0.0082,0.259,0.009000000000000001,0.009000000000000001,6.413651,3.1e-05,3.6e-05,3570.0,70.0,63.0,0.39,0.04,0.01
1343,0.5,0.4999,0.0,0.079,0.008,0.008,0.179715,1e-06,1e-06,3492.0,70.0,70.0,0.46,0.05,0.05
1344,0.0098,0.0035,0.0035,0.14,0.015,0.025,2.35322,0.00036,0.00036,5378.0,60.0,60.0,0.93,0.06,0.06
1345,0.0198,0.0038,0.0038,0.225,0.013999999999999999,0.03,3.5598699999999996,0.00022,0.00022999999999999998,5378.0,60.0,60.0,0.93,0.06,0.06
1346,0.0249,0.0044,0.0044,0.237,0.016,0.035,5.404780000000001,0.00045999999999999996,0.00047999999999999996,5378.0,60.0,60.0,0.93,0.06,0.06
1347,0.0409,0.006,0.006,0.294,0.016,0.031,8.261439999999999,0.00044,0.00045,5378.0,60.0,60.0,0.93,0.06,0.06
1348,0.005,0.0038,0.0066,0.251,0.017,0.032,12.757589999999999,0.0009199999999999999,0.0009199999999999999,5378.0,60.0,60.0,0.93,0.06,0.06
1349,0.0135,0.009000000000000001,0.0167,0.2688,0.0223,0.027000000000000003,41.96797,0.00725,0.00843,5378.0,60.0,60.0,0.93,0.06,0.06
1353,0.01598,0.0012900000000000001,0.0012900000000000001,0.135,0.0045,0.0045,0.28032440000000003,1.5e-06,1.5e-06,4599.0,79.0,79.0,0.708,0.027999999999999997,0.027999999999999997
1355,0.01816,0.00023999999999999998,0.00023999999999999998,0.183,0.005,0.005,2.6446,5.9999999999999995e-05,5.9999999999999995e-05,3385.0,70.0,70.0,0.33,0.01,0.01
1356,0.02358,0.00031,0.00031,0.195,0.006,0.006,4.004980000000001,0.00011,0.00011,3385.0,70.0,70.0,0.33,0.01,0.01
1369,0.0148,0.0009,0.0016,0.161,0.009000000000000001,0.018000000000000002,6.3420000000000005,0.002,0.002,4258.0,150.0,150.0,0.65,0.03,0.06
1370,0.0205,0.0016,0.0047,0.23199999999999998,0.018000000000000002,0.062,13.85,0.006,0.006,4258.0,150.0,150.0,0.65,0.03,0.06
1371,0.0154,0.0019,0.0053,0.17,0.018000000000000002,0.062,40.718,0.005,0.005,4258.0,150.0,150.0,0.65,0.03,0.06
1373,0.00359,0.0012900000000000001,0.00123,0.08342000000000001,0.008,0.008,0.36525749999999996,8.8e-05,7.8e-05,5334.0,64.0,64.0,0.89,0.028999999999999998,0.028999999999999998
1403,0.0289,0.0079,0.0079,0.23199999999999998,0.009000000000000001,0.009000000000000001,19.562307,7.8e-05,7.8e-05,4455.0,29.0,31.0,0.7,0.025,0.025
1410,0.036000000000000004,0.006,0.006,0.20600000000000002,0.013999999999999999,0.013999999999999999,8.867208999999999,0.001016,0.001068,5358.0,65.0,65.0,0.72,0.03,0.03
1412,0.063,0.016,0.016,0.24,0.0062,0.0062,4.7369683,2.3e-06,2.3e-06,5165.0,50.0,50.0,0.88,0.02,0.02
1429,0.028069999999999998,0.00503,0.00535,0.21100000000000002,0.02,0.02,32.939623,0.0001,9.499999999999999e-05,3457.0,39.0,39.0,0.36,0.05,0.05
1444,0.0217,0.0057,0.0057,0.1543,0.0045,0.0045,3.2253993,2.4e-06,2.4e-06,4648.0,52.0,52.0,0.73,0.02,0.02
1445,0.039,0.0072,0.0072,0.2543,0.009000000000000001,0.009000000000000001,7.3744897,3.7000000000000006e-06,3.7000000000000006e-06,4648.0,52.0,52.0,0.73,0.02,0.02
1447,0.034,0.0019,0.0019,0.434,0.039,0.055,11.90715,0.0015,0.0015,5430.0,60.0,60.0,0.93,0.05,0.05
1448,0.031,0.031,0.0,0.102,0.012,0.012,2.5085599999999997,0.00041,0.00041,5430.0,60.0,60.0,0.93,0.05,0.05
1467,0.025169999999999998,0.00503,0.00503,0.156,0.009000000000000001,0.015,2.1748,5e-05,5e-05,4503.0,140.0,140.0,0.7,0.03,0.03
1473,0.006229999999999999,0.0012,0.0012,0.16399999999999998,0.009000000000000001,0.009000000000000001,9.00315,2e-05,2e-05,4222.06,84.41,88.15,0.68,0.07,0.07
1474,0.015609999999999999,0.0012,0.0012,0.222,0.017,0.015,15.0,0.0001,0.0001,4222.06,84.41,88.15,0.68,0.07,0.07
1477,0.0179,0.0082,0.0082,0.215,0.0071,0.0152,15.3863,0.0014,0.0014,6058.0,89.0,89.0,1.0,0.04,0.04
1486,0.00815,0.00135,0.00135,0.102,0.003,0.005,0.58426,2e-05,2e-05,5315.0,31.0,35.0,0.87,0.01,0.01
1487,0.067,0.067,0.0,0.18100000000000002,0.005,0.011000000000000001,8.32727,0.00043,0.00041,5315.0,31.0,35.0,0.87,0.01,0.01
1488,0.079,0.079,0.0,0.2364,0.0214,0.0214,31.0,1.1,1.1,5315.0,31.0,35.0,0.87,0.01,0.01
1489,1.4,1.4,0.0,0.223,0.036000000000000004,0.036000000000000004,0.38107800000000003,1e-06,1e-06,3830.0,100.0,100.0,0.6,0.07,0.07
1491,0.0227,0.0098,0.016,0.223,0.018000000000000002,0.018000000000000002,13.841901000000002,0.001352,0.001352,5695.0,50.0,50.0,1.01,0.03,0.03
1493,0.0104,0.0069,0.009000000000000001,0.125,0.005,0.006,2.46746,0.00014,0.00014,4950.0,100.0,100.0,0.8,0.03,0.03
1495,0.0261,0.0148,0.0164,0.23600000000000002,0.01,0.01,24.3662,0.0021,0.0021,4950.0,100.0,100.0,0.8,0.03,0.03
1496,0.085,0.0396,0.044000000000000004,0.514,0.027000000000000003,0.027000000000000003,19.49221,0.000653,0.000666,6069.0,90.0,90.0,1.17,0.04,0.04
1499,0.0044,0.0013,0.0013,0.098,0.009000000000000001,0.009000000000000001,5.24,0.001,0.001,3420.0,18.0,18.0,0.4,0.01,0.01
1500,0.0028,0.0009,0.0009,0.08900000000000001,0.009000000000000001,0.009000000000000001,7.775,0.001,0.001,3420.0,18.0,18.0,0.4,0.01,0.01
1501,0.0041,0.0013,0.0013,0.098,0.009000000000000001,0.009000000000000001,10.115,0.001,0.001,3420.0,18.0,18.0,0.4,0.01,0.01
1502,0.0157,0.0006,0.0016,0.17800000000000002,0.009000000000000001,0.018000000000000002,6.034,0.001,0.001,3810.0,17.0,17.0,0.58,0.01,0.01
1503,0.0145,0.0009,0.0022,0.161,0.009000000000000001,0.027000000000000003,20.523000000000003,0.001,0.001,3810.0,17.0,17.0,0.58,0.01,0.01
1515,0.05977999999999999,0.0066099999999999996,0.00692,0.5029899999999999,0.0054399999999999995,0.0058,20.88257,7e-05,5e-05,5726.0,65.0,65.0,1.091,0.055999999999999994,0.055999999999999994
1527,0.0771,0.0164,0.0179,0.306,0.027999999999999997,0.085,3.484552,3.7e-05,3.1e-05,3180.0,60.0,60.0,0.29,0.02,0.02
1530,0.0466,0.0098,0.0098,0.215,0.0107,0.0107,50.818946999999994,9.4e-05,9.4e-05,5368.0,44.0,44.0,0.88,0.03,0.03
1533,0.02058,0.00264,0.00264,0.153,0.01,0.01,2.3691720000000003,8.9e-05,8.9e-05,5477.0,27.0,27.0,0.92,0.02,0.02
1534,0.0355,0.02053,0.03601,0.294,0.11599999999999999,0.161,0.658524,1.7e-05,1.7e-05,4362.0,137.357,110.463,0.68,0.094,0.0679
1535,0.00091,0.00035,0.00053,0.063,0.008,0.009000000000000001,7.814,0.0015,0.0018,4362.0,137.357,110.463,0.68,0.094,0.0679
1536,0.027999999999999997,0.01196,0.01793,0.261,0.011000000000000001,0.012,14.697000000000001,0.00035,0.00033999999999999997,4362.0,137.357,110.463,0.68,0.094,0.0679
1537,0.044989999999999995,0.01573,0.02014,0.244,0.01,0.012,19.482,0.0012,0.0012,4362.0,137.357,110.463,0.68,0.094,0.0679
1558,0.09722,0.014469999999999998,0.014469999999999998,0.4,0.021,0.021,6.7713149999999995,8.499999999999999e-05,8.499999999999999e-05,5231.0,108.443,166.072,0.89,0.1078,0.1114
1566,0.03046,0.0043100000000000005,0.00381,0.231,0.005,0.005,3.471745,4.6e-05,4.4e-05,4975.0,95.0,95.0,0.83,0.023,0.023
1567,0.04933,0.0067,0.00717,0.315,0.006999999999999999,0.006999999999999999,7.1380479999999995,6.3e-05,7.2e-05,4975.0,95.0,95.0,0.83,0.023,0.023
1570,0.0214,0.0135,0.0135,0.187,0.018000000000000002,0.018000000000000002,27.359,0.005,0.005,3926.0,100.0,100.0,0.64,0.02,0.02
1577,0.020419999999999997,0.00365,0.00365,0.142,0.006,0.008,2.225177,6.8e-05,6.6e-05,5520.0,60.0,60.0,0.93,0.04,0.04
1578,0.07708999999999999,0.01384,0.01384,0.235,0.009000000000000001,0.01,16.9841,0.0008,0.0008,5725.0,65.0,65.0,1.0,0.03,0.03
1604,0.033,0.0047,0.0016,0.0749,0.0018,0.0018,24.14041,2.2e-05,2.2e-05,4970.0,120.0,120.0,1.1,0.05,0.05
1605,0.053,0.025,0.040999999999999995,0.0428,0.0009,0.0009,8.24872,2.4e-05,2.4e-05,4970.0,120.0,120.0,1.1,0.05,0.05
1606,0.019,0.003,0.003,0.5656,0.027000000000000003,0.027000000000000003,12.40214,1.7e-05,1.7e-05,4970.0,120.0,120.0,1.1,0.05,0.05
1609,0.02907,0.00831,0.00831,0.231,0.011000000000000001,0.011000000000000001,13.603,0.0013,0.0013,4581.0,122.0,122.0,0.69,0.038,0.038
1610,0.0303,0.00812,0.00812,0.24,0.013030000000000002,0.013030000000000002,65.55,0.009000000000000001,0.009000000000000001,4581.0,122.0,122.0,0.69,0.038,0.038
1612,0.027530000000000002,0.00343,0.00343,0.174,0.008,0.008,3.5951,0.0003,0.0003,5430.0,85.0,85.0,1.05,0.05,0.05
1613,0.04616,0.00595,0.00595,0.3274,0.0125,0.0152,15.624,0.001,0.001,5430.0,85.0,85.0,1.05,0.05,0.05
1614,0.03203,0.00761,0.00774,0.3515,0.0116,0.0116,35.747,0.005,0.005,5430.0,85.0,85.0,1.05,0.05,0.05
1632,0.047,0.0057,0.0057,0.44299999999999995,0.024,0.028999999999999998,8.991828,8.4e-05,8.3e-05,5315.0,60.0,60.0,0.86,0.03,0.03
1633,0.0255,0.0076,0.0076,0.244,0.013999999999999999,0.018000000000000002,20.66186,0.00098,0.0010199999999999999,5315.0,60.0,60.0,0.86,0.03,0.03
1634,0.0211,0.0079,0.0079,0.292,0.017,0.021,31.7142,0.001,0.0011,5315.0,60.0,60.0,0.86,0.03,0.03
1635,0.0066,0.0041,0.0041,0.09,0.008,0.009000000000000001,4.34882,0.00075,0.0006900000000000001,5315.0,60.0,60.0,0.86,0.03,0.03
1647,3.7,3.69999,0.0,0.45,0.033,0.03,5.4248650000000005,3.1e-05,3.5e-05,3540.0,70.0,70.0,0.56,0.09,0.09
1676,0.024130000000000002,0.00236,0.00236,0.13962,0.0071,0.0071,0.8772399999999999,4e-05,4e-05,5711.17,85.2871,129.08700000000002,1.018,0.1169,0.1356
1682,0.027219999999999998,0.01721,0.01721,0.25926,0.0157,0.0174,23.448172,0.0009960000000000001,0.000766,5568.0,255.0,255.0,0.982,0.135,0.135
1683,0.01995,0.01152,0.01152,0.21045999999999998,0.0149,0.01668,15.937039000000002,0.00114,0.000796,5601.0,138.0,138.0,0.825,0.255,0.366
1684,0.02036,0.01265,0.01265,0.21528000000000003,0.017490000000000002,0.020069999999999998,20.645099,0.001375,0.000995,4348.0,128.0,128.0,0.7559999999999999,0.34700000000000003,0.231
1688,0.0069,0.0041,0.0041,0.11714000000000001,0.00848,0.009009999999999999,5.761612,0.0007099999999999999,0.00085,5682.0,138.0,138.0,0.735,0.22399999999999998,0.33399999999999996
1689,0.01227,0.00346,0.00346,0.128,0.006999999999999999,0.006999999999999999,1.422614,3.8e-05,3.8e-05,4772.39,104.68,104.68,0.769,0.0897,0.0897
1690,0.02454,0.007240000000000001,0.007240000000000001,0.2783,0.0196,0.0196,5.3410507,2.57e-05,2.57e-05,4772.39,104.68,104.68,0.769,0.0897,0.0897
1691,0.0349,0.0044,0.0044,0.2248,0.0054,0.0054,2.1408091000000002,1.2e-06,1.2e-06,5377.0,138.0,138.0,0.9840000000000001,0.303,0.428
1693,0.0289,0.0169,0.0169,0.26274000000000003,0.006690000000000001,0.00687,9.844077,0.000575,0.0005650000000000001,5479.0,27.0,27.0,0.847,0.08800000000000001,0.10099999999999999
1694,0.0162,0.00897,0.00897,0.18387,0.0125,0.01311,11.020660000000001,0.00137,0.00143,5980.0,137.0,137.0,1.099,0.141,0.141
1695,0.01139,0.00588,0.00588,0.14212,0.00517,0.0054399999999999995,4.521953,0.00041,0.00032,5786.0,141.0,141.0,1.04,0.129,0.129
1696,0.01797,0.01095,0.01095,0.19743,0.007670000000000001,0.00812,16.43445,0.002702,0.002378,5786.0,141.0,141.0,1.04,0.129,0.129
1697,0.018340000000000002,0.0106,0.0106,0.20010999999999998,0.015519999999999999,0.01659,14.453895000000001,0.004175,0.0047729999999999995,5826.0,118.0,118.0,1.05,0.132,0.132
1698,0.0129,0.00743,0.00743,0.15488,0.010620000000000001,0.01115,5.776475,0.00023700000000000001,0.000261,6044.0,126.0,126.0,1.124,0.145,0.145
1699,0.01237,0.006,0.107,0.15104,0.01178,0.013030000000000002,12.832235,0.00161,0.00155,4314.0,128.0,128.0,0.674,0.08199999999999999,0.08199999999999999
1700,0.028380000000000002,0.01737,0.01737,0.2569,0.0205,0.0241,2.060438,7.4e-05,1.18,4823.0,138.0,138.0,0.9229999999999999,0.29100000000000004,0.425
1701,0.01759,0.01048,0.01048,0.19458,0.01766,0.03238,8.777247000000001,0.000611,0.000625,4603.0,138.0,138.0,0.856,0.265,0.375
